17681,77,80,74,69,93,88,93,92,99,107,88,118,109,118,104,133,114,133,111,122,130,129,123,130,114,161,156,140,161,173,179,151,173,164,146,174,179,169,154,149,173,174,200,169,176,162,176,205,181,148,157,172,168,167,153,156,140,142,145,131,141,133,130,133,121,129,96,114,79,102,77,104,90,71,75,73,66,65,53,49,48,43,53,37,35,34,24,28,31,24,33,25,22,21,17,11,18,14,18,14,8,15,11,15,17,11,8,11,10,20,6,13,8,9,13,5,10,9,4,7,7,9,7,6,8,5,6,8,5,5,4,2,2,2,6,3,0,1,5,3,6,3,2,2,1,1,1,1,4,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499
16976,77,80,74,69,93,88,93,92,99,107,88,118,109,118,104,133,114,133,111,122,130,129,123,130,114,161,156,140,161,173,179,151,173,164,146,174,179,169,154,149,173,174,200,169,176,162,176,205,181,148,157,172,168,167,153,156,140,142,145,131,141,133,130,133,121,129,96,114,79,102,77,104,90,71,75,73,66,65,53,49,48,43,53,37,35,34,24,28,31,24,33,25,22,21,17,11,18,14,18,14,8,15,11,15,17,11,8,11,10,20,6,13,8,9,13,5,10,9,4,7,7,9,7,6,8,5,6,8,5,5,4,2,2,2,6,3,0,1,5,3,6,3,2,2,1,1,1,1,4,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2719
